X_Freq_Hz;Y_Ampl_dBc_Hz
226464.4375;-142.076508
229086.828125;-142.146973
231739.34375;-141.71785
234422.8125;-141.888977
237137.375;-142.150513
239883.359375;-142.378616
242661.140625;-142.516663
245470.8125;-142.683823
248313.296875;-142.894302
251188.703125;-143.138504
254097.390625;-143.781555
257039.484375;-144.045593
260015.9375;-144.274673
263026.84375;-144.490204
266072.625;-144.644348
269153.375;-144.745911
272270.09375;-144.819672
275422.90625;-144.832153
278612.21875;-144.866257
281838.15625;-145.091858
285101.78125;-145.461868
288403.1875;-145.79393
291742.8125;-146.059128
295120.78125;-146.190567
298538.1875;-146.300232
301995.1875;-146.310547
305492.21875;-146.45723
309029.375;-146.614166
312607.84375;-146.781494
316227.78125;-146.966431
319889.59375;-147.16774
323593.8125;-147.376556
327340.59375;-147.583359
331131.09375;-147.774033
334965.5;-147.941025
338844.3125;-148.049728
342767.65625;-148.127106
346736.8125;-148.150055
350751.9375;-148.157425
354813.53125;-148.169891
358921.78125;-148.22879
363078.0;-148.369537
367282.34375;-148.570267
371535.375;-148.85083
375837.25;-149.159836
380189.34375;-149.454086
384591.8125;-149.716064
389045.28125;-149.895523
393549.875;-150.04657
398107.09375;-150.187271
402717.0625;-150.339615
407380.40625;-150.531586
412097.3125;-150.73497
416869.28125;-150.933212
421696.5;-151.109756
426579.625;-151.246979
431519.3125;-151.361832
436515.6875;-151.47464
441570.4375;-151.59111
446683.6875;-151.703568
451856.15625;-151.783203
457088.03125;-151.74884
462380.96875;-151.57193
467735.21875;-151.314667
473151.46875;-151.088242
478629.90625;-151.00618
484172.3125;-151.127502
489778.875;-151.405411
495450.375;-151.671448
501187.0;-151.70668
506990.625;-151.442993
512861.4375;-151.084244
518800.21875;-150.916672
524807.1875;-151.095383
530884.3125;-151.556976
537031.8125;-152.021164
543250.5;-152.198532
549540.5625;-152.069641
555904.125;-151.889664
562341.3125;-151.899353
568853.0625;-152.159622
575440.25;-152.552628
582103.0625;-152.871414
588843.625;-152.966446
595662.25;-152.910416
602559.875;-152.975464
609536.6875;-153.120422
616594.9375;-153.216675
623734.9375;-153.140228
630957.625;-152.912888
638263.25;-152.687012
645654.125;-152.870865
653130.625;-153.192352
660693.6875;-153.447723
668343.625;-153.482758
676082.875;-153.407303
683911.6875;-153.490387
691831.1875;-153.778152
699841.6875;-153.947876
707945.625;-153.895966
716143.4375;-153.882813
724436.1875;-154.151062
732824.125;-154.426086
741310.0625;-154.656982
749894.1875;-154.678589
758577.75;-154.729752
767361.875;-154.979385
776246.875;-155.231735
785235.625;-155.526657
794328.4375;-155.676834
803526.5;-155.750259
812830.25;-155.729416
822242.5625;-155.168259
831763.9375;-154.059906
841395.5;-153.914246
851137.6875;-154.829468
860993.625;-156.067078
870963.6875;-156.686752
881049.25;-156.881638
891250.5625;-156.851532
901571.0;-156.399094
912010.9375;-155.406219
922571.75;-155.295883
933253.875;-156.05368
944060.6875;-156.719482
954992.625;-156.792038
966051.1875;-156.8405
977236.6875;-156.943359
988552.8125;-156.646942
1000000.0;-156.355255
1011579.75;-156.225143
1023293.5625;-156.091705
1035141.875;-155.983185
1047128.5;-155.880051
1059254.0;-155.825394
1071519.875;-155.784561
